_id,PrimaryKey,DateAddedtoDataRelease,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,ProcurementMethod,ProjectRegion,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote
318,IP000327,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Stormwater System Installation - City West,The purpose of this project is to develop the required horizontal stormwater infrastructure to enable and support urban growth and housing in Palmerston North.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2024-Q3,2027-Q4,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
319,IP000328,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Strategic Routes Upgrade Project,This project will upgrade strategic routes to meet the High Productivity Motor Vehicle standard.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Transport,5 - 25 Million,"","","","","","",2020-Q3,2024-Q4,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
320,IP000329,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Summerhill Drive Pedestrian and Cycle Improvements,This project will deliver pedestrian and cycling improvements at Summerhill Drive which will improve pedestrian and cycling linkages across the Manawatu River; Victoria Esplanade; and other amenity areas.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Transport,< 5 Million,"","","","","","",2019-Q2,2021-Q2,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
321,IP000330,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Totara Road Wastewater Treatment Plant Minor Renewals Project,This project seeks to deliver a number of small renewal projects at Totara Road Wastewater Treatment Plant including minor equipment renewals; replacement of inlet pumps and a major overhaul of the biogas generator.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2019-Q3,2028-Q2,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
322,IP000331,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Totara Road Wastewater Treatment Plant Upgrades,This project will deliver a number of upgrade projects at the Totara Road Wastewater Treatment Plant including: Inlet Main Duplication; Earthquake Strengthening of Civil Structures; Biogas Generator Exhaust Heat Recovery; Emergency Bypass Upgrades and Emergency Overflow Structure.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2019-Q3,2022-Q4,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
323,IP000332,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Trunk Main Renewals Project,This project includes the trunk main renewals of areas across the city including the: Eastern Trunk Main - Hokowhitu Campus Renewal; Bennett Street 525 Trunk Main Renewal and Maxwell's Line 825 Wastewater Trunk Main Renewal.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2019-Q3,2028-Q2,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
324,IP000333,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Turitea Water Treatment Plant - Pipeline Rehabilitation Project,This project includes the rehabilitation of the water pipeline from the Lower Dam to the Ngahere Park Reservoirs. The completion of this project will deliver the horizontal infrastructure needed to support housing and urban growth.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2023-Q3,2026-Q4,https://www.pncc.govt.nz/council-city/what-were-doing/major-capital-projects/duplicate-water-main/,""
325,IP000334,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Turitea Water Treatment Plant Equipment and Facility Renewals Project,This project includes a number of small renewal projects including equipment and facilities at Turitea Water Treatment Plant expected to occur over the next ten years.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2019-Q2,2028-Q4,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
326,IP000335,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Turitea Water Treatment Plant Upgrades,This project aims to upgrade the Turitea Water Treatment Plant to respond to the Review of Drinking Water Standards. This project will enhance the City's water supply infrastructure to support housing and urban growth and increase the sustainability of water storage facilities.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,5 - 25 Million,"","","","","","",2020-Q3,2025-Q2,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
327,IP000336,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Underground Power and Telecom Delivery Project,This project is comprised of a number of distinctive projects to install underground power and telecommunication cables across the city over the course of ten years. These projects are likely to be procured as discrete works.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Transport,5 - 25 Million,"","","","","","",2018-Q2,2032-Q4,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
328,IP000337,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Urban Cycle Network Development,This project is seeking to improve pedestrian and cycling linkages across the Manawatu River; Victoria Esplanade; and other amenity areas.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Transport,< 5 Million,"","","","","","",2019-Q2,2020-Q4,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
329,IP000338,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Vehicle Crossing Replacement Project,This project will deliver replacements of a number of small vehicle crossings. These replacements are expected to be delivered in bundles and are to be delivered over the next ten years.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Transport,5 - 25 Million,"","","","","","",2019-Q3,2028-Q2,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
330,IP000339,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Walkways and Shared Path Construction Project,This project includes a number of small distinctive construction projects expected to occur over the next ten years. It is anticipated these projects will be procured in bundled packages.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Transport,< 5 Million,"","","","","","",2019-Q3,2028-Q2,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
331,IP000340,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Wastewater Pipe Renewal,This project is comprised of a number of citywide wastewater pipeline replacement projects. These replacements are expected to occur over the next ten years. These projects may be procured in bundles.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,5 - 25 Million,"","","","","","",2019-Q3,2028-Q2,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
332,IP000341,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Wastewater Pump Station Renewal Project,This project seeks renew a number of wastewater pump stations citywide. The renewal projects will be implemented over the next ten years. It is anticipated these projects will be procured in bundled packages.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2019-Q3,2028-Q2,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
333,IP000342,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Wastewater Subdivision Contribution Project,The purpose of this project is to develop the required horizontal wastewater infrastructure needed to enable and support urban growth and housing in Palmerston North.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2019-Q3,2028-Q2,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
334,IP000343,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Wastewater System Installation Project,This project will deliver the installation of wastewater systems for the west of the city. Delivery of the wastewater systems will support housing and urban growth.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2019-Q3,2024-Q3,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
335,IP000344,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Wastewater System North East Industrial Zone Extension Installation Project,This project includes the Installation of a number of wastewater systems for new industrial zones within the North East Industrial Zone Extension Area. This project aims to be implemented across the financial years 2019/20; 2022/23 and 2027/28.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2019-Q3,2028-Q2,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
336,IP000345,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Water Bore Headworks and Station Renewal Project,This project includes a number of citywide small renewal projects of water bore headwork and stations. This project is expected to be completed in stages over the course of the next ten years.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2019-Q2,2028-Q4,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
337,IP000346,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Water Conservation Management Project,The purpose of this project is to implement a new pressure zone and District Meter Area across Palmerston North.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,< 5 Million,"","","","","","",2019-Q2,2028-Q4,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
338,IP000347,2019-11-07T00:00:00,Palmerston North City Council,Palmerston North Water Pipe Replacements,This project is comprised of a number of citywide water pipeline replacement projects. These replacements are expected to occur over the next ten years. Replacements may be procured in bundles.,"",Business Case / Investment Case Development,Construct only,Manawatu - Whanganui,Water,5 - 25 Million,"","","","","","",2019-Q2,2028-Q4,https://www.pncc.govt.nz/council-city/what-were-doing/infrastructure/,""
